A1,A2,A3,A4,A5,ranking
-0.488263,1.289363,0.657614,0.16,0.97112,e>a>b>d>c
-0.496999,1.267389,0.611833,0.182294,1.006087,e>a>b>d>c
-0.511497,1.278376,0.657614,0.338352,1.02357,e>b>a>d>c
-0.45053,1.322323,0.703396,0.449822,1.07602,b>e>d>a>c
-0.441793,1.388244,0.84074,0.427528,1.145953,b>e>d>a>c
-0.40406,1.388244,0.886522,0.472116,1.207144,b>e>d>a>c
-0.388075,1.432191,1.023866,0.427528,1.285818,e>b>a>d>c
-0.388075,1.39923,1.069647,0.405234,1.250852,e>b>d>a>c
-0.388075,1.410217,1.16121,0.427528,1.312043,e>b>d>a>c
-0.357591,1.410217,1.298555,0.293764,1.180919,e>b>d>a>c
-0.40406,1.421204,1.344336,0.182294,1.154694,e>d>b>a>c
-0.372089,1.355283,1.390117,0.137706,0.778805,e>d>b>a>c
-0.295136,1.300349,1.298555,0.115412,0.735096,e>d>b>a>c
-0.271901,1.256402,1.252773,0.070824,0.796288,e>d>b>a>c
-0.271901,1.201468,1.115429,0.137706,0.805029,e>d>b>a>c
-0.295136,1.190481,1.115429,0.16,0.866221,e>d>b>a>c
-0.341605,1.157521,1.023866,0.293764,0.874962,e>d>b>a>c
-0.302385,1.157521,0.886522,0.516704,0.839996,e>b>d>a>c
-0.271901,1.179495,0.932303,0.49441,0.866221,b>e>d>a>c
-0.27915,1.267389,0.84074,0.561292,0.97112,b>e>d>a>c
-0.36484,1.300349,0.84074,0.49441,0.944895,b>e>d>a>c
-0.395324,1.289363,0.611833,0.49441,0.909929,e>b>d>a>c
-0.418559,1.245415,0.428707,0.405234,0.848738,e>b>d>a>c
-0.411309,1.212455,0.382926,0.360646,0.848738,d>b>e>a>c
-0.341605,1.256402,0.566051,0.516704,0.909929,b>e>d>a>c
-0.186211,1.267389,0.611833,0.628174,0.909929,b>d>e>a>c
-0.225432,1.212455,0.52027,0.60588,0.909929,b>e>d>a>c
-0.232681,1.311336,0.52027,0.628174,0.909929,b>e>d>a>c
-0.287887,1.234429,0.382926,0.583586,0.883704,e>b>d>a>c
-0.287887,1.267389,0.566051,0.538998,0.866221,b>e>d>a>c
-0.241417,1.289363,0.52027,0.60588,0.866221,b>e>d>a>c
-0.232681,1.344296,0.566051,0.538998,0.857479,b>e>d>a>c
-0.241417,1.33331,0.474489,0.472116,0.831254,b>e>d>a>c
-0.209446,1.33331,0.52027,0.717349,0.866221,b>e>d>a>c
-0.194948,1.201468,0.52027,0.628174,0.796288,b>e>d>a>c
-0.255916,1.190481,0.382926,0.538998,0.761321,b>e>d>a>c
-0.232681,1.179495,0.474489,0.583586,0.682647,b>e>d>a>c
-0.102009,1.201468,0.611833,0.739643,0.726355,b>e>d>a>c
-0.109258,1.190481,0.566051,0.761937,0.743838,b>e>d>a>c
-0.102009,1.234429,0.611833,0.851113,0.691388,b>e>d>a>c
-0.209446,1.234429,0.52027,0.851113,0.691388,b>e>d>a>c
-0.162977,1.234429,0.474489,1.029465,0.691388,b>e>d>c>a
-0.132493,1.234429,0.52027,1.163229,0.708872,b>e>d>c>a
-0.032305,1.256402,0.474489,1.096347,0.805029,b>e>d>c>a
-0.023569,1.212455,0.566051,1.051759,0.796288,e>b>d>c>a
-0.086023,1.190481,0.749177,0.984877,0.778805,b>e>d>c>a
-0.116507,1.234429,0.794959,0.851113,0.770063,e>b>d>c>a
-0.078774,1.146534,0.657614,0.828819,0.796288,e>b>d>c>a
-0.171713,1.135548,0.657614,0.784231,0.831254,e>b>d>c>a
-0.086023,1.168508,0.886522,0.784231,0.848738,e>b>d>c>a
-0.046803,1.157521,0.84074,0.739643,0.822513,e>b>d>c>a
-0.078774,1.113574,0.794959,0.806525,0.831254,e>b>d>c>a
-0.023569,1.179495,0.886522,0.784231,0.831254,e>b>d>c>a
0.014165,1.179495,1.206992,1.007171,0.822513,e>b>d>c>a
0.07662,1.146534,1.023866,0.873407,0.813771,e>b>d>c>a
0.107104,1.179495,1.023866,0.962583,0.796288,e>b>d>c>a
0.099854,1.179495,0.84074,0.940289,0.822513,e>b>d>c>a
0.123089,1.201468,0.886522,0.940289,0.822513,e>b>d>c>a
0.06937,1.157521,0.794959,0.895701,0.787546,e>b>d>c>a
0.037399,1.168508,0.794959,0.962583,0.787546,e>b>d>c>a
0.046136,1.190481,0.703396,0.962583,0.726355,e>b>d>c>a
0.03015,1.234429,0.703396,1.074053,0.682647,e>b>d>c>a
0.006915,1.245415,0.703396,1.319287,0.665164,e>b>d>c>a
-0.016319,1.256402,0.703396,1.363874,0.612714,b>e>d>c>a
0.176808,1.289363,0.657614,1.408462,0.665164,b>e>d>c>a
0.162309,1.300349,0.611833,1.319287,0.673905,b>e>d>c>a
0.11584,1.322323,0.657614,1.319287,0.673905,b>e>d>c>a
0.11584,1.300349,0.657614,1.274699,0.70013,b>e>d>c>a
0.099854,1.256402,0.703396,1.274699,0.743838,b>e>d>c>a
0.092605,1.267389,0.611833,1.274699,0.708872,b>e>d>c>a
0.162309,1.300349,0.52027,1.230111,0.708872,b>e>d>c>a
0.278483,1.311336,0.428707,1.185523,0.673905,b>e>d>c>a
0.03015,1.014693,0.291363,0.472116,0.612714,b>e>d>c>a
0.146324,0.882852,0.245581,0.739643,0.534039,b>e>d>c>a
0.099854,0.915812,0.245581,0.873407,0.551522,b>e>d>c>a
0.053385,0.959759,0.1998,1.074053,0.551522,b>e>d>c>a
0.107104,0.959759,0.337144,1.096347,0.542781,b>e>d>c>a
0.099854,0.959759,0.337144,1.007171,0.551522,b>e>d>c>a
0.046136,0.904825,0.291363,0.851113,0.516556,b>e>d>c>a
0.046136,0.849891,0.108237,0.806525,0.464106,b>c>e>d>a
0.037399,0.805944,0.108237,0.806525,0.437881,b>e>d>c>a
-0.078774,0.75101,0.154018,0.739643,0.437881,b>e>c>d>a
-0.139742,0.729037,0.062456,0.672762,0.394173,b>e>c>d>a
-0.148478,0.729037,0.016674,0.561292,0.490331,b>e>d>c>a
-0.039554,0.75101,-0.12067,0.628174,0.542781,b>e>d>c>a
-0.046803,0.794957,-0.166452,0.60588,0.551522,b>e>d>c>a
-0.032305,0.729037,0.016674,0.561292,0.542781,b>e>d>c>a
-0.00907,0.772984,0.108237,0.49441,0.603972,b>e>d>c>a
-0.148478,0.71805,-0.029107,0.360646,0.525298,b>e>d>c>a
-0.202197,0.729037,-0.029107,0.38294,0.542781,b>e>d>c>a
-0.132493,0.729037,-0.029107,0.472116,0.534039,b>e>d>c>a
-0.093273,0.729037,-0.074889,0.449822,0.516556,b>e>d>c>a
-0.055539,0.707063,-0.12067,0.449822,0.542781,b>e>d>c>a
-0.062789,0.652129,-0.166452,0.360646,0.577747,b>e>d>c>a
-0.093273,0.619169,-0.12067,0.338352,0.586489,b>e>d>c>a
-0.046803,0.586208,-0.166452,0.093118,0.577747,e>b>d>c>a
-0.023569,0.564235,-0.166452,-0.018351,0.586489,e>b>d>c>a
0.06937,0.44338,-0.212233,-0.241291,0.595231,e>b>d>c>a
0.162309,0.014896,-0.578485,-1.043874,0.516556,e>d>b>c>a
0.053385,-0.072998,-0.624266,-1.222226,0.472848,e>d>b>c>a
0.092605,-0.062012,-0.578485,-0.999286,0.464106,e>d>b>c>a
0.130338,-0.062012,-0.578485,-0.932404,0.48159,e>d>b>c>a
0.11584,0.003909,-0.532703,-1.043874,0.42914,e>d>b>c>a
0.176808,0.003909,-0.578485,-0.976992,0.32424,e>d>b>c>a
0.176808,-0.040038,-0.578485,-0.887816,0.184375,e>d>b>c>a
0.192793,-0.029051,-0.578485,-0.954698,0.131925,e>d>c>b>a
0.285732,-0.040038,-0.578485,-0.932404,0.15815,e>d>b>c>a
0.232013,-0.051025,-0.715829,-0.976992,0.140666,e>d>b>c>a
0.269746,-0.029051,-0.853173,-0.976992,0.131925,e>d>b>c>a
0.239263,-0.018065,-0.853173,-1.110756,0.05325,d>e>b>c>a
0.223277,0.06983,-0.944736,-1.110756,0.035767,d>e>b>c>a
0.192793,0.058843,-0.990518,-0.91011,0.079475,d>e>b>c>a
0.123089,0.10279,-0.944736,-0.999286,0.044509,d>e>b>c>a
0.11584,0.113777,-0.944736,-1.066168,0.070733,d>e>b>c>a
0.123089,0.124764,-0.944736,-0.954698,0.079475,d>e>b>c>a
0.092605,0.179697,-0.898955,-0.954698,0.05325,d>e>b>c>a
0.130338,0.234631,-0.944736,-0.954698,0.05325,d>e>b>c>a
0.022901,0.190684,-1.127862,-0.932404,0.000801,d>e>c>b>a
0.037399,0.13575,-1.402551,-0.932404,-0.051649,d>e>c>b>a
0.006915,0.13575,-1.310988,-0.776346,-0.051649,d>e>c>b>a
0.099854,0.201671,-1.265206,-0.731758,-0.042908,d>e>b>c>a
0.037399,0.190684,-1.082081,-0.620289,-0.007941,d>e>c>b>a
0.092605,0.146737,-1.127862,-0.486525,0.009542,d>e>c>b>a
0.006915,0.080816,-1.173643,-0.196703,0.044509,d>e>c>b>a
0.06937,0.058843,-1.219425,-0.241291,0.061992,d>e>c>b>a
0.153573,0.080816,-1.219425,-0.174409,0.027025,d>e>c>b>a
0.285732,0.124764,-0.944736,-0.196703,0.061992,d>e>c>b>a
0.378671,0.190684,-0.990518,-0.018351,0.175633,d>e>c>b>a
0.362685,0.168711,-1.082081,0.16,0.149408,d>e>b>c>a
0.308967,0.13575,-1.082081,0.093118,0.114442,d>e>c>b>a
0.355436,0.113777,-1.219425,0.182294,0.140666,d>e>c>b>a
0.308967,0.014896,-1.310988,0.093118,0.123183,d>e>c>b>a
0.324952,-0.105959,-1.265206,-0.040645,0.096958,e>d>c>b>a
0.269746,-0.149906,-1.127862,-0.263585,0.096958,d>e>c>b>a
0.192793,-0.20484,-1.173643,-0.464231,0.044509,d>e>c>b>a
0.153573,-0.226813,-1.265206,-0.375055,0.096958,d>e>c>b>a
0.185544,-0.215827,-1.219425,-0.419643,0.149408,d>e>c>b>a
0.208779,-0.248787,-1.310988,-0.531113,0.149408,d>e>c>b>a
0.192793,-0.226813,-1.402551,-0.486525,0.131925,d>e>c>b>a
0.246512,-0.215827,-1.585676,-0.531113,0.096958,d>e>c>b>a
0.146324,-0.281747,-1.768802,-0.642583,-0.042908,d>e>c>b>a
0.130338,-0.303721,-1.906147,-0.664876,-0.069132,d>e>c>b>a
0.162309,-0.314708,-1.951928,-0.642583,-0.069132,e>d>c>b>a
0.06937,-0.413589,-1.997709,-0.597995,-0.182773,d>e>c>b>a
0.060634,-0.358655,-1.997709,-0.664876,-0.226482,d>e>c>b>a
0.03015,-0.402602,-2.043491,-0.68717,-0.418797,e>d>c>b>a
0.083869,-0.347668,-2.043491,-0.820934,-0.663562,d>e>c>b>a
0.146324,-0.292734,-1.997709,-0.754052,-0.733495,d>e>c>b>a
0.269746,-0.336681,-2.135054,-0.664876,-0.716012,d>e>c>b>a
0.332201,-0.369642,-1.997709,-0.820934,-0.698529,d>e>c>b>a
0.38592,-0.402602,-2.089272,-1.02158,-0.584888,d>e>c>b>a
0.409155,-0.523457,-2.135054,-1.088462,-0.611113,d>e>c>b>a
0.409155,-0.51247,-2.180835,-1.043874,-0.532438,d>e>c>a>b
0.348187,-0.589377,-2.135054,-0.91011,-0.418797,d>e>c>a>b
0.339451,-0.611351,-1.951928,-0.999286,-0.322639,d>e>c>a>b
0.332201,-0.677272,-1.951928,-1.02158,-0.514955,d>e>c>a>b
0.324952,-0.677272,-1.906147,-0.999286,-0.558663,d>e>c>a>b
0.409155,-0.622338,-1.951928,-0.999286,-0.54118,d>e>c>a>b
0.409155,-0.611351,-1.997709,-0.999286,-0.497472,e>d>c>b>a
0.371422,-0.633324,-1.997709,-0.999286,-0.445022,d>e>c>a>b
0.285732,-0.644311,-1.860365,-1.066168,-0.401314,d>e>c>b>a
0.223277,-0.655298,-1.768802,-1.177638,-0.392572,d>e>c>a>b
0.232013,-0.666285,-1.539895,-1.155344,-0.392572,d>e>c>a>b
0.192793,-0.677272,-1.448332,-1.266814,-0.462505,d>e>c>b>a
0.262497,-0.655298,-1.402551,-1.199932,-0.401314,d>e>c>b>a
0.292981,-0.633324,-1.677239,-1.199932,-0.445022,d>e>c>b>a
0.432389,-0.589377,-1.768802,-1.066168,-0.445022,d>e>c>b>a
0.502094,-0.534443,-1.768802,-1.177638,-0.445022,d>e>c>a>b
0.494844,-0.523457,-1.814584,-1.177638,-0.445022,d>e>c>a>b
0.502094,-0.556417,-1.906147,-1.043874,-0.43628,d>e>c>b>a
0.518079,-0.523457,-1.860365,-0.91011,-0.410056,d>e>c>b>a
0.571798,-0.54543,-1.768802,-0.820934,-0.392572,d>e>c>a>b
0.634253,-0.523457,-1.585676,-0.464231,-0.296414,d>e>c>a>b
0.673473,-0.54543,-1.539895,-0.419643,-0.200257,d>e>c>a>b
0.627003,-0.567404,-1.585676,-0.285879,-0.252706,d>e>c>a>b
0.595032,-0.600364,-1.677239,-0.486525,-0.348864,d>e>c>a>b
0.657487,-0.589377,-1.631458,-0.731758,-0.340123,d>e>c>a>b
0.650238,-0.567404,-1.585676,-0.709464,-0.340123,d>e>c>a>b
0.796896,-0.534443,-1.539895,-0.664876,-0.287673,d>e>c>b>a
0.90582,-0.567404,-1.310988,-0.620289,-0.305156,d>e>c>b>a
0.843365,-0.611351,-1.265206,-0.731758,-0.322639,e>d>c>b>a
0.882585,-0.600364,-1.173643,-0.620289,-0.340123,d>e>c>b>a
0.889834,-0.556417,-1.173643,-0.531113,-0.383831,d>e>c>b>a
1.013257,-0.556417,-1.173643,-0.553407,-0.383831,e>d>c>b>a
0.936304,-0.523457,-1.127862,-0.464231,-0.366347,d>e>c>b>a
0.982773,-0.446549,-0.898955,-0.285879,-0.331381,d>e>c>b>a
0.990022,-0.479509,-0.853173,-0.397349,-0.340123,d>e>c>b>a
0.959539,-0.54543,-0.807392,-0.352761,-0.331381,e>d>c>b>a
0.920318,-0.567404,-0.853173,-0.486525,-0.375089,d>e>c>b>a
0.897084,-0.611351,-0.990518,-0.597995,-0.383831,e>d>c>b>a
1.013257,-0.57839,-0.944736,-0.508819,-0.348864,d>e>c>b>a
0.936304,-0.589377,-1.082081,-0.597995,-0.261448,d>e>c>b>a
0.990022,-0.589377,-1.173643,-0.597995,-0.27019,d>e>c>b>a
0.990022,-0.54543,-1.173643,-0.508819,-0.305156,e>d>c>b>a
0.959539,-0.51247,-1.219425,-0.352761,-0.305156,e>d>c>b>a
0.943553,-0.534443,-1.127862,-0.330467,-0.305156,e>d>c>b>a
0.966788,-0.589377,-1.219425,-0.464231,-0.313898,e>d>c>b>a
1.006008,-0.57839,-1.265206,-0.375055,-0.348864,e>d>c>b>a
1.013257,-0.567404,-1.310988,-0.352761,-0.340123,e>d>c>b>a
0.998759,-0.57839,-1.310988,-0.263585,-0.278931,e>d>c>b>a
0.90582,-0.57839,-1.310988,-0.464231,-0.305156,e>d>c>b>a
0.882585,-0.57839,-1.402551,-0.553407,-0.322639,e>d>c>b>a
0.843365,-0.589377,-1.723021,-0.709464,-0.401314,e>d>c>b>a
0.812881,-0.655298,-1.860365,-0.820934,-0.672304,e>d>c>b>a
0.804145,-0.633324,-1.860365,-0.865522,-0.75972,e>d>c>b>a
0.804145,-0.644311,-1.860365,-0.820934,-0.689787,e>d>c>b>a
0.812881,-0.677272,-1.860365,-0.731758,-0.681046,e>d>c>b>a
0.734441,-0.743192,-1.860365,-0.843228,-0.925811,e>d>c>b>a
0.796896,-0.809113,-1.768802,-0.91011,-0.987002,e>d>c>b>a
0.952289,-0.787139,-1.768802,-0.79864,-0.969519,e>d>c>b>a
0.998759,-0.809113,-1.768802,-0.731758,-0.838395,e>d>c>b>a
1.029243,-0.831086,-1.814584,-0.776346,-0.925811,e>d>c>b>a
1.059727,-0.831086,-1.723021,-0.508819,-0.934553,e>d>c>b>a
1.021993,-0.85306,-1.860365,-0.486525,-0.890845,e>d>c>b>a
1.045228,-0.875034,-1.768802,-0.308173,-0.908328,e>d>c>b>a
1.045228,-0.929968,-1.814584,-0.285879,-0.925811,e>d>c>b>a
1.145416,-0.940954,-1.814584,-0.397349,-0.960777,e>d>c>b>a
1.308059,-0.918981,-1.768802,-0.107527,-0.838395,e>d>c>b>a
1.308059,-0.897007,-1.723021,-0.129821,-0.908328,e>d>c>b>a
1.245604,-0.864047,-1.677239,-0.085233,-1.039452,e>d>c>b>a
1.21512,-0.85306,-1.631458,-0.263585,-1.118127,e>d>c>b>a
1.254341,-0.831086,-1.631458,-0.375055,-1.100643,e>d>c>b>a
1.30081,-0.8201,-1.448332,-0.397349,-1.08316,e>d>c>b>a
1.377763,-0.842073,-1.448332,-0.352761,-1.056935,e>d>c>b>a
1.408247,-0.842073,-1.448332,-0.397349,-1.039452,e>d>c>b>a
1.501186,-0.875034,-1.356769,-0.419643,-1.039452,e>d>c>b>a
1.594125,-0.842073,-1.356769,-0.597995,-1.039452,e>d>c>b>a
1.540406,-0.842073,-1.219425,-0.419643,-1.039452,e>d>c>a>b
1.547656,-0.787139,-1.127862,-0.508819,-1.056935,e>d>c>b>a
1.556392,-0.765166,-1.173643,-0.486525,-1.065677,e>c>d>b>a
1.594125,-0.743192,-1.173643,-0.486525,-1.08316,e>d>c>a>b
1.726284,-0.787139,-1.036299,-0.441937,-1.056935,e>c>d>a>b
1.826472,-0.754179,-1.082081,-0.397349,-1.03071,e>c>d>a>b
1.756768,-0.721219,-0.990518,-0.419643,-1.048194,e>c>d>a>b
1.742269,-0.732205,-0.944736,-0.397349,-1.048194,e>c>d>a>b
1.672565,-0.710232,-0.944736,-0.419643,-1.056935,e>c>d>b>a
1.586876,-0.699245,-1.082081,-0.486525,-1.048194,e>c>d>b>a
1.912162,-0.710232,-1.036299,-0.397349,-1.091902,e>c>d>b>a
1.947014,-0.710232,-0.944736,-0.152115,-1.170576,e>d>c>b>a
2.028335,-0.721219,-1.082081,-0.285879,-1.284217,e>c>d>b>a
2.063187,-0.743192,-0.990518,-0.062939,-1.502758,e>c>d>a>b
2.063187,-0.732205,-0.944736,0.070824,-1.555208,e>c>d>b>a
1.958631,-0.776153,-1.082081,-0.018351,-1.581432,e>c>d>b>a
1.923779,-0.776153,-1.082081,0.003943,-1.555208,e>c>d>a>b
1.87731,-0.831086,-1.036299,0.04853,-1.494016,e>c>d>a>b
1.958631,-0.831086,-0.853173,-0.263585,-1.756265,e>c>d>a>b
1.807605,-0.918981,-0.807392,-0.375055,-1.843681,e>c>d>a>b
1.795988,-1.006875,-0.853173,-0.68717,-1.843681,e>c>d>a>b
1.83084,-1.039835,-0.898955,-0.642583,-1.817456,e>c>d>a>b
1.935396,-0.984901,-0.853173,-0.464231,-1.791231,e>c>d>a>b
1.958631,-1.039835,-0.349577,-0.464231,-1.747523,e>c>d>a>b
1.912162,-1.050822,0.108237,-0.441937,-1.703815,e>c>d>a>b
1.970248,-1.050822,-0.258015,-0.531113,-1.590174,e>c>d>a>b
2.028335,-1.039835,-0.349577,-0.664876,-1.528983,e>c>d>a>b
1.981866,-1.072796,-0.853173,-0.843228,-1.397858,e>c>d>a>b
2.098039,-1.039835,-0.898955,-0.887816,-1.223026,e>c>d>a>b
2.086422,-0.962928,-0.807392,-0.91011,-1.179318,e>c>d>a>b
2.05157,-0.995888,-0.944736,-0.976992,-1.18806,e>c>d>a>b
2.190978,-1.061809,-0.853173,-0.865522,-1.214284,e>c>d>a>b
2.156126,-1.072796,-0.853173,-0.820934,-1.205543,e>c>d>a>b
2.156126,-1.083782,-0.990518,-0.664876,-1.118127,e>c>d>b>a
2.156126,-1.061809,-1.036299,-0.664876,-1.284217,e>c>d>b>a
2.074805,-1.083782,-1.173643,-0.664876,-1.371634,e>c>d>a>b
2.0051,-1.094769,-1.265206,-0.754052,-1.249251,e>c>d>a>b
1.958631,-1.050822,-1.356769,-0.754052,-1.284217,e>c>d>b>a
1.865692,-1.072796,-1.448332,-0.79864,-1.301701,e>c>d>b>a
1.668197,-1.182663,-1.677239,-0.976992,-1.362892,e>c>d>a>b
1.761136,-1.171677,-1.631458,-0.999286,-1.345409,e>c>d>a>b
1.888927,-1.226611,-1.448332,-0.976992,-1.301701,e>c>d>a>b
1.970248,-1.270558,-1.448332,-0.976992,-1.275476,e>c>d>a>b
1.981866,-1.457333,-1.173643,-1.266814,-1.266734,e>c>d>b>a
1.923779,-1.512267,-0.990518,-1.222226,-1.266734,e>c>d>b>a
1.842458,-1.512267,-1.082081,-1.289108,-1.223026,e>c>d>a>b
1.65658,-1.512267,-0.944736,-1.311402,-1.249251,e>c>d>a>b
1.447467,-1.380426,-0.898955,-1.199932,-1.179318,e>c>d>b>a
1.493937,-1.314505,-1.036299,-1.266814,-1.144351,e>c>d>b>a
1.168651,-1.226611,-1.173643,-1.289108,-1.196801,e>c>d>b>a
1.308059,-1.248584,-1.310988,-1.489753,-1.292959,e>c>d>b>a
1.400998,-1.347465,-1.356769,-1.512047,-1.249251,e>c>d>b>a
1.540406,-1.402399,-1.402551,-1.467459,-1.266734,c>e>d>b>a
1.424233,-1.446346,-1.494114,-1.467459,-1.179318,c>e>d>b>a
1.366146,-1.490293,-1.082081,-1.578929,-1.196801,c>e>d>b>a
1.308059,-1.50128,-1.082081,-1.712693,-1.214284,c>e>d>b>a
1.342911,-1.490293,-1.127862,-1.668105,-1.214284,c>e>d>b>a
1.180268,-1.50128,-1.219425,-1.712693,-1.205543,e>c>d>b>a
0.982773,-1.567201,-1.219425,-1.824163,-1.196801,e>c>d>b>a
0.982773,-1.479307,-1.036299,-1.690399,-1.118127,e>c>d>b>a
0.762044,-1.46832,-1.082081,-1.757281,-1.153093,e>c>b>d>a
0.657487,-1.446346,-1.127862,-1.779575,-1.223026,e>c>b>a>d
0.42514,-1.50128,-1.265206,-1.913339,-1.371634,e>c>b>a>d
0.738809,-1.556214,-1.402551,-1.957927,-1.389117,e>c>b>a>d
0.971156,-1.556214,-1.310988,-1.891045,-1.389117,e>c>b>a>d
0.924686,-1.545227,-1.356769,-1.935633,-1.4066,e>c>d>b>a
1.006008,-1.556214,-1.356769,-1.913339,-1.336667,e>c>d>a>b
0.959539,-1.644108,-1.539895,-1.935633,-1.362892,e>c>a>d>b
0.959539,-1.677069,-1.539895,-1.957927,-1.275476,e>c>d>a>b
0.994391,-1.644108,-1.402551,-1.891045,-1.205543,c>e>a>d>b
1.006008,-1.622135,-1.265206,-1.801869,-1.161835,e>c>b>a>d
0.8666,-1.644108,-1.402551,-1.824163,-1.074418,e>c>b>d>a
0.843365,-1.611148,-1.448332,-1.645811,-0.925811,c>e>b>d>a
0.878217,-1.644108,-1.448332,-1.601223,-0.847136,e>c>b>d>a
0.901452,-1.677069,-1.356769,-1.556635,-0.785945,c>e>b>d>a
0.901452,-1.644108,-1.173643,-1.467459,-0.698529,c>e>b>d>a
0.831748,-1.633122,-1.036299,-1.378283,-0.497472,c>e>b>d>a
0.762044,-1.633122,-0.990518,-1.355989,-0.628596,c>e>b>d>a
0.715574,-1.655095,-0.807392,-1.355989,-0.75972,c>e>b>d>a
0.680722,-1.666082,-0.807392,-1.422871,-0.768462,c>e>b>d>a
0.564548,-1.644108,-0.853173,-1.311402,-0.838395,c>e>b>d>a
0.552931,-1.633122,-1.173643,-1.222226,-0.934553,c>e>b>d>a
0.494844,-1.534241,-1.082081,-1.177638,-1.013227,c>e>b>a>d
0.227645,-1.589174,-1.082081,-1.222226,-1.056935,c>e>b>a>d
0.262497,-1.732003,-1.082081,-1.24452,-0.943294,c>e>b>a>d
0.274115,-1.742989,-1.219425,-1.311402,-0.995744,c>e>b>a>d
0.157941,-1.77595,-1.356769,-1.378283,-1.048194,c>b>e>a>d
0.343819,-1.786937,-1.494114,-1.422871,-1.004486,c>b>e>a>d
0.587783,-1.84187,-1.448332,-1.24452,-0.952036,c>e>b>d>a
0.494844,-1.907791,-1.356769,-1.355989,-0.908328,c>e>b>a>d
0.436758,-1.874831,-1.310988,-1.445165,-0.925811,c>e>b>a>d
0.47161,-1.80891,-1.310988,-1.266814,-0.934553,c>e>b>a>d
0.518079,-1.622135,-1.310988,-1.289108,-0.855878,c>e>b>a>d
0.552931,-1.666082,-1.219425,-1.066168,-0.733495,c>e>b>a>d
0.599401,-1.699042,-1.310988,-1.088462,-0.689787,c>e>b>a>d
0.552931,-1.80891,-1.448332,-0.91011,-0.698529,c>e>b>a>d
0.47161,-1.863844,-1.585676,-1.043874,-0.794687,c>e>b>a>d
0.611018,-1.852857,-1.494114,-1.088462,-0.838395,c>e>b>a>d
0.750426,-1.896804,-1.585676,-1.13305,-0.785945,c>e>b>a>d
0.692339,-2.017659,-1.631458,-1.289108,-0.873361,c>e>b>a>d
0.750426,-2.105553,-1.677239,-1.289108,-0.838395,e>c>b>a>d
0.959539,-2.171474,-1.585676,-1.222226,-0.838395,e>c>b>a>d
0.982773,-2.039633,-1.494114,-1.088462,-0.742237,c>e>b>a>d
0.982773,-2.050619,-1.356769,-0.976992,-0.576146,c>e>b>a>d
0.878217,-2.094566,-1.356769,-1.066168,-0.637338,c>e>b>a>d
0.854982,-2.105553,-1.265206,-1.199932,-0.672304,c>e>b>a>d
0.924686,-1.918778,-1.310988,-1.222226,-0.646079,c>e>b>a>d
0.762044,-1.896804,-1.310988,-1.155344,-0.716012,c>e>b>a>d
0.762044,-1.918778,-1.265206,-1.311402,-0.75972,c>e>b>a>d
0.611018,-1.907791,-1.173643,-1.266814,-0.803428,c>e>b>a>d
0.634253,-1.764963,-1.036299,-1.355989,-0.847136,c>e>b>a>d
0.587783,-1.80891,-0.624266,-1.266814,-0.952036,c>b>e>a>d
0.750426,-1.797923,-0.44114,-1.289108,-0.855878,c>b>e>a>d
0.762044,-1.84187,-0.76161,-1.289108,-0.785945,c>b>e>a>d
0.692339,-1.830884,-0.76161,-1.199932,-0.663562,c>b>e>a>d
0.611018,-1.786937,-0.624266,-1.088462,-0.689787,c>b>e>a>d
0.587783,-1.77595,-0.715829,-0.976992,-0.750979,c>b>e>a>d
0.64587,-1.764963,-0.715829,-0.820934,-0.794687,c>b>e>a>d
0.727191,-1.732003,-0.76161,-0.865522,-0.707271,c>b>e>a>d
0.785278,-1.753976,-0.624266,-0.865522,-0.663562,c>b>e>a>d
0.831748,-1.80891,-0.624266,-0.79864,-0.663562,c>b>e>a>d
0.796896,-1.874831,-0.624266,-0.620289,-0.698529,c>b>e>a>d
0.785278,-1.874831,-0.532703,-0.776346,-0.637338,c>b>e>a>d
0.8666,-1.819897,-0.303796,-0.664876,-0.654821,c>b>e>a>d
0.436758,-1.84187,-0.395359,-0.620289,-0.768462,c>e>b>a>d
0.587783,-1.830884,-0.486922,-0.597995,-0.803428,c>e>b>a>d
0.622635,-1.84187,-0.486922,-0.508819,-0.803428,c>e>b>a>d
0.529696,-1.830884,-0.395359,-0.597995,-0.838395,c>b>e>a>d
0.552931,-1.819897,-0.303796,-0.575701,-0.890845,c>e>b>a>d
0.459992,-1.80891,-0.258015,-0.642583,-0.995744,c>b>e>a>d
0.47161,-1.874831,-0.303796,-0.597995,-1.196801,c>b>e>a>d
0.587783,-1.80891,-0.303796,-0.441937,-1.223026,c>b>e>a>d
0.657487,-1.80891,-0.349577,-0.553407,-1.301701,c>e>b>a>d
0.703957,-1.830884,-0.303796,-0.352761,-1.284217,c>e>b>a>d
0.773661,-1.786937,-0.166452,-0.352761,-1.153093,c>e>b>a>d
0.762044,-1.77595,0.154018,-0.285879,-1.126868,c>e>b>a>d
0.703957,-1.699042,0.428707,-0.040645,-1.109385,c>e>b>a>d
0.64587,-1.710029,0.611833,-0.129821,-1.205543,c>e>b>a>d
0.669105,-1.742989,0.657614,-0.107527,-1.196801,c>e>b>a>d
0.727191,-1.721016,0.428707,0.093118,-1.196801,c>e>b>a>d
0.669105,-1.699042,0.382926,0.16,-1.205543,c>e>b>a>d
