A1,A2,A3,A4,ranking
0.57883,-0.689089,-1.163197,-0.943688,d>a>b>c
0.573839,-0.689089,-0.28918,0.061073,c>a>d>b
0.583821,-0.684407,-0.368636,0.828394,c>a>b>d
0.583821,-0.684407,-0.368636,1.701142,c>a>b>d
0.588812,-0.684407,-0.050811,0.070698,c>a>b>d
0.588812,-0.684407,-0.209723,1.738729,c>a>b>d
0.588812,-0.689089,1.3794,-0.48302,d>c>a>b
0.588812,-0.689089,0.664294,-0.571945,d>a>c>b
0.593804,-0.684407,0.108101,-0.284085,a>c>b>d
0.593804,-0.689089,1.3794,-0.012268,c>a>d>b
0.593804,-0.689089,0.187557,-0.201118,c>d>a>b
0.603786,-0.684407,1.220487,-0.156198,b>c>a>d
0.598795,-0.684407,-1.083741,0.316846,a>b>c>d
0.598795,-0.684407,1.061575,-0.933145,d>c>a>b
0.598795,-0.684407,-1.481022,-0.552234,b>a>c>d
0.598795,-0.684407,-1.798847,-0.816717,a>c>b>d
0.598795,-0.689089,-1.798847,1.783191,a>c>b>d
0.598795,-0.689089,-1.481022,-0.013643,a>c>b>d
0.598795,-0.689089,-0.28918,-0.085149,c>a>d>b
0.598795,-0.689089,0.902663,-0.303795,d>a>c>b
0.603786,-0.689089,1.141031,0.098201,c>a>b>d
0.603786,-0.689089,0.267013,-0.082857,d>a>c>b
0.598795,-0.689089,-0.924829,0.69409,a>c>b>d
0.598795,-0.689089,-1.401566,0.121578,a>c>b>d
0.603786,-0.689089,1.299943,-0.403721,d>c>a>b
0.603786,-0.689089,1.061575,-0.152072,d>c>a>b
0.608777,-0.693771,0.505382,-0.179116,d>c>a>b
0.568848,-0.670362,-0.68646,0.666587,a>c>b>d
0.568848,-0.66568,-0.209723,0.105993,b>c>a>d
0.563857,-0.670362,-0.050811,-0.414263,b>c>a>d
0.563857,-0.66568,-0.68646,1.430242,b>c>a>d
0.558865,-0.66568,0.108101,-0.139696,b>c>a>d
0.558865,-0.670362,-0.765917,0.472236,c>a>b>d
0.553874,-0.670362,-1.242653,0.133038,c>a>b>d
0.553874,-0.66568,-1.71939,-0.25429,a>c>b>d
0.548883,-0.66568,0.425926,-0.05673,b>c>a>d
0.548883,-0.670362,-0.68646,0.597372,a>c>b>d
0.543892,-0.66568,-0.28918,0.111494,b>a>c>d
0.543892,-0.670362,-0.209723,-0.279042,b>a>c>d
0.543892,-0.660999,-0.527548,0.364059,b>a>c>d
0.538901,-0.66568,-0.28918,-0.689747,c>a>b>d
0.538901,-0.675044,-0.448092,-0.25154,b>c>a>d
0.538901,-0.670362,0.505382,-0.699832,d>c>a>b
0.533909,-0.670362,0.425926,-0.466977,d>b>a>c
0.543892,-0.670362,-1.32211,0.547868,a>c>b>d
0.543892,-0.670362,-0.448092,0.098201,a>b>c>d
0.543892,-0.675044,-0.68646,1.404114,a>c>b>d
0.543892,-0.675044,0.584838,-0.264833,d>c>b>a
0.548883,-0.670362,-0.28918,0.895775,a>c>b>d
0.548883,-0.675044,0.34647,0.56987,a>c>b>d
0.558865,-0.670362,-0.130267,-0.487603,c>a>b>d
0.558865,-0.670362,-0.845373,0.042738,c>a>b>d
0.553874,-0.670362,-0.527548,1.017245,c>a>b>d
0.558865,-0.675044,0.664294,-0.716333,b>c>a>d
0.553874,-0.675044,-0.68646,1.538418,a>b>c>d
0.553874,-0.675044,0.505382,-0.524732,d>c>b>a
0.568848,-0.670362,0.028645,0.190335,c>b>a>d
0.563857,-0.670362,0.584838,0.028528,a>c>b>d
0.563857,-0.670362,0.505382,-0.421139,b>c>a>d
0.563857,-0.670362,-0.924829,0.136705,c>a>b>d
0.568848,-0.675044,-0.130267,0.368643,c>a>b>d
0.563857,-0.675044,0.664294,-0.513272,d>b>c>a
0.563857,-0.675044,-0.765917,0.390187,a>c>b>d
0.563857,-0.675044,0.028645,-0.475227,c>a>b>d
0.568848,-0.679726,-0.527548,-0.267583,c>a>b>d
0.563857,-0.679726,0.584838,-0.256124,c>a>b>d
0.563857,-0.675044,-1.401566,0.116994,a>c>b>d
0.563857,-0.679726,-0.924829,-0.499521,b>c>a>d
0.558865,-0.675044,-1.401566,-0.071856,c>b>a>d
0.558865,-0.679726,-0.527548,-0.054897,b>a>c>d
0.553874,-0.679726,-0.130267,-0.024644,c>b>a>d
0.548883,-0.675044,0.982119,-0.702123,d>c>a>b
0.558865,-0.679726,0.823207,-0.37851,d>c>a>b
0.558865,-0.679726,0.425926,-0.363384,d>c>a>b
0.553874,-0.679726,0.34647,-0.387219,d>c>a>b
0.553874,-0.679726,0.505382,-0.374385,b>a>c>d
0.563857,-0.679726,0.505382,-0.762629,a>c>b>d
0.563857,-0.684407,-0.28918,1.068125,a>c>b>d
0.558865,-0.679726,0.34647,-0.256124,a>c>d>b
0.568848,-0.679726,-0.28918,0.54741,c>a>b>d
0.563857,-0.679726,0.34647,-0.233205,d>c>a>b
0.568848,-0.684407,0.34647,-0.438557,c>a>b>d
0.568848,-0.684407,0.425926,-0.208911,d>c>a>b
0.568848,-0.684407,1.061575,-0.852012,d>b>c>a
0.563857,-0.684407,0.028645,0.022569,c>a>b>d
0.568848,-0.689089,0.425926,-0.006309,d>c>a>b
0.563857,-0.689089,0.505382,0.203628,c>a>d>b
0.563857,-0.689089,0.34647,-0.467435,d>c>a>b
0.558865,-0.689089,-0.527548,1.075459,a>c>b>d
0.558865,-0.684407,-0.607004,-0.221745,a>c>d>b
0.558865,-0.684407,0.34647,0.212795,c>a>d>b
0.553874,-0.684407,-0.368636,0.0817,a>c>d>b
0.553874,-0.684407,-0.527548,1.866157,c>a>b>d
0.558865,-0.689089,0.34647,-0.042062,d>c>a>b
0.553874,-0.689089,-0.050811,0.07299,d>a>c>b
0.553874,-0.689089,-0.209723,-0.040228,d>a>c>b
0.513945,-0.66568,-0.527548,1.571421,c>a>b>d
0.513945,-0.66568,0.267013,-0.019602,b>c>a>d
0.513945,-0.660999,0.505382,-0.445433,d>b>c>a
0.513945,-0.670362,0.664294,-0.474769,d>c>b>a
0.513945,-0.675044,0.34647,-0.197451,d>b>a>c
0.528918,-0.660999,0.584838,0.072532,d>a>c>b
0.533909,-0.66568,0.584838,-0.633367,d>c>b>a
0.533909,-0.66568,0.584838,-0.4491,d>c>b>a
0.528918,-0.660999,0.584838,-0.313421,d>b>c>a
0.528918,-0.66568,0.584838,-0.109902,d>c>a>b
0.528918,-0.660999,0.584838,-0.523815,d>b>c>a
0.523927,-0.660999,0.505382,-0.623741,d>b>c>a
0.523927,-0.660999,0.505382,-0.465601,d>b>a>c
0.523927,-0.66568,0.584838,-0.110818,d>b>c>a
0.523927,-0.66568,0.425926,-0.445891,d>a>c>b
0.518936,-0.660999,0.028645,0.671629,b>c>a>d
0.518936,-0.66568,-0.845373,0.223796,a>c>b>d
0.508953,-0.66568,0.505382,-0.02006,d>b>a>c
0.503962,-0.660999,0.505382,-0.363384,d>b>c>a
0.503962,-0.66568,0.584838,-0.618699,d>b>c>a
0.503962,-0.660999,0.425926,-0.475227,d>c>b>a
0.508953,-0.66568,0.34647,0.58408,c>a>b>d
0.503962,-0.66568,-1.242653,2.608726,c>a>b>d
0.523927,-0.670362,0.505382,0.116994,b>d>c>a
0.518936,-0.670362,0.34647,0.290719,c>a>b>d
0.533909,-0.66568,0.505382,-0.443599,d>a>c>b
0.528918,-0.670362,0.505382,-0.468352,d>c>b>a
0.528918,-0.670362,0.664294,-0.261166,d>c>a>b
0.523927,-0.66568,0.584838,-0.599447,d>b>c>a
0.533909,-0.670362,1.061575,-0.494021,c>b>a>d
0.528918,-0.670362,0.34647,-0.14153,d>c>a>b
0.528918,-0.670362,0.425926,0.107827,a>c>b>d
0.528918,-0.675044,0.505382,-0.045271,d>c>b>a
0.528918,-0.675044,0.74375,-0.207994,d>b>a>c
0.533909,-0.670362,-0.845373,0.739469,c>a>b>d
0.533909,-0.675044,0.505382,0.038612,d>a>c>b
0.533909,-0.675044,-0.209723,-0.219912,d>a>c>b
0.523927,-0.670362,-0.765917,0.769722,c>a>b>d
0.523927,-0.670362,0.664294,-0.385386,d>b>c>a
0.518936,-0.670362,-0.209723,-0.190117,b>a>c>d
0.508953,-0.670362,-0.607004,-0.03977,c>a>b>d
0.508953,-0.675044,-0.845373,1.478829,c>a>b>d
0.508953,-0.670362,0.187557,-0.308378,b>d>c>a
0.523927,-0.675044,1.061575,-0.804341,d>b>a>c
0.523927,-0.675044,0.664294,-0.493104,d>c>b>a
0.523927,-0.675044,0.664294,-0.340923,d>b>c>a
0.518936,-0.675044,0.267013,-0.008142,b>a>c>d
0.523927,-0.679726,0.425926,-0.150697,d>c>b>a
0.518936,-0.679726,-0.209723,0.705549,a>c>b>d
0.503962,-0.670362,0.584838,-0.500438,d>b>a>c
0.503962,-0.670362,0.505382,-0.166282,d>b>c>a
0.503962,-0.675044,0.505382,-0.84972,d>b>a>c
0.503962,-0.675044,0.425926,-0.641159,d>b>a>c
0.503962,-0.675044,0.425926,-0.026019,d>a>c>b
0.503962,-0.679726,0.584838,-0.582029,d>c>b>a
0.513945,-0.675044,-0.527548,0.34114,b>c>a>d
0.513945,-0.679726,-0.28918,-0.319838,d>b>a>c
0.508953,-0.675044,0.584838,-0.759879,d>c>b>a
0.508953,-0.675044,0.187557,-0.357425,d>c>b>a
0.49398,-0.66568,-0.368636,0.002859,a>c>b>d
0.488989,-0.66568,-0.209723,-0.137863,b>c>a>d
0.488989,-0.670362,-0.845373,-0.819926,d>b>a>c
0.49398,-0.670362,0.664294,-0.571486,d>b>c>a
0.498971,-0.660999,-0.130267,0.07299,b>c>a>d
0.498971,-0.66568,-0.448092,1.033746,d>b>c>a
0.498971,-0.660999,-0.924829,0.287052,c>a>b>d
0.49398,-0.66568,-1.242653,1.646137,b>c>a>d
0.49398,-0.660999,0.505382,-0.034728,d>b>c>a
0.49398,-0.66568,-0.130267,-0.195618,d>b>c>a
0.488989,-0.66568,0.425926,-0.317546,d>b>c>a
0.488989,-0.66568,0.425926,-0.11311,d>b>c>a
0.483998,-0.66568,-0.607004,3.151902,b>c>a>d
0.479006,-0.66568,0.425926,0.393395,d>b>c>a
0.474015,-0.660999,0.34647,-0.458267,d>b>c>a
0.474015,-0.66568,-0.209723,0.274217,d>b>c>a
0.474015,-0.660999,0.425926,-0.001267,d>b>a>c
0.479006,-0.66568,0.982119,-0.723209,d>b>c>a
0.479006,-0.670362,-1.004285,-0.420681,c>d>a>b
0.479006,-0.66568,0.34647,-0.012268,d>b>c>a
0.474015,-0.670362,-0.448092,0.211878,d>b>a>c
0.469024,-0.66568,0.187557,0.603331,d>b>a>c
0.464033,-0.660999,-1.004285,0.768347,d>b>c>a
0.459042,-0.66568,-1.878303,1.280353,d>b>c>a
0.459042,-0.670362,-0.448092,2.220482,d>c>b>a
0.474015,-0.670362,0.267013,0.273759,d>b>c>a
0.469024,-0.670362,-0.765917,2.188854,d>b>a>c
0.488989,-0.66568,-0.924829,0.046405,b>a>c>d
0.488989,-0.670362,-0.607004,-0.388136,b>c>a>d
0.483998,-0.670362,-1.481022,0.10691,a>c>b>d
0.483998,-0.66568,-0.765917,-0.025102,a>c>b>d
0.503962,-0.670362,0.505382,-0.396845,d>b>c>a
0.498971,-0.66568,0.584838,-0.805716,d>b>c>a
0.498971,-0.670362,-0.845373,2.072426,a>c>b>d
0.49398,-0.670362,-0.607004,0.157332,c>a>b>d
0.503962,-0.675044,0.584838,-0.016393,d>b>c>a
0.498971,-0.670362,0.584838,-0.035186,d>b>c>a
0.498971,-0.670362,0.34647,-0.401887,d>b>c>a
0.49398,-0.670362,0.505382,-0.494021,d>b>a>c
0.49398,-0.670362,0.505382,-0.601739,d>b>a>c
0.503962,-0.675044,0.425926,-0.206619,d>b>a>c
0.49398,-0.675044,0.505382,-0.140613,d>a>b>c
0.49398,-0.675044,-0.130267,0.756429,c>b>a>d
0.49398,-0.675044,-1.083741,0.194918,c>a>b>d
0.49398,-0.679726,-0.050811,-0.791965,d>c>b>a
0.474015,-0.670362,0.028645,-0.098442,d>b>c>a
0.474015,-0.679726,-0.28918,0.223796,d>c>b>a
0.474015,-0.675044,0.505382,-0.321671,d>b>c>a
0.479006,-0.670362,0.028645,-0.441307,d>b>c>a
0.479006,-0.675044,-0.050811,0.544659,c>a>b>d
0.479006,-0.675044,0.425926,-0.885932,d>b>c>a
0.483998,-0.675044,-1.004285,5.627132,a>c>b>d
0.469024,-0.675044,0.267013,0.427315,d>b>c>a
0.469024,-0.679726,0.267013,-0.453684,d>b>c>a
0.464033,-0.675044,0.108101,-0.108527,d>c>b>a
0.464033,-0.675044,0.34647,0.17475,d>b>c>a
0.464033,-0.679726,0.34647,0.537325,d>b>c>a
0.464033,-0.675044,-0.050811,0.292552,d>a>c>b
0.459042,-0.679726,-0.130267,-0.386302,d>b>c>a
0.459042,-0.675044,-0.130267,0.062448,d>c>a>b
0.45405,-0.675044,-0.448092,2.249818,d>b>c>a
0.469024,-0.684407,0.34647,0.977825,d>c>a>b
0.464033,-0.684407,-0.209723,1.89366,d>b>c>a
0.498971,-0.679726,0.584838,0.158248,d>b>c>a
0.498971,-0.684407,0.505382,-0.258415,d>c>b>a
0.49398,-0.684407,0.028645,0.347099,d>c>a>b
0.488989,-0.679726,-1.71939,4.22496,a>c>b>d
0.479006,-0.684407,-0.765917,1.516416,c>a>b>d
0.474015,-0.684407,0.267013,-0.524732,a>d>c>b
0.474015,-0.684407,0.425926,0.289802,d>c>b>a
0.469024,-0.679726,0.34647,1.19922,d>c>b>a
0.459042,-0.679726,-0.209723,0.903568,d>c>b>a
0.45405,-0.679726,-0.28918,1.822611,d>b>c>a
0.479006,-0.684407,0.187557,-0.433973,d>c>a>b
0.479006,-0.693771,0.267013,0.850396,a>c>d>b
0.479006,-0.689089,0.028645,0.792182,d>c>a>b
0.469024,-0.689089,0.34647,0.119286,d>a>c>b
0.469024,-0.689089,0.108101,0.325556,d>c>b>a
0.474015,-0.693771,-0.209723,1.386696,d>b>c>a
0.498971,-0.684407,0.187557,-0.314337,d>a>c>b
0.49398,-0.684407,-0.845373,1.760272,a>c>d>b
0.488989,-0.684407,0.584838,-0.343215,d>a>c>b
0.483998,-0.689089,0.664294,0.369101,d>c>a>b
0.483998,-0.689089,0.267013,0.624875,d>c>a>b
0.498971,-0.693771,-0.527548,1.446285,d>b>c>a
0.49398,-0.693771,-0.607004,0.559327,d>c>a>b
0.488989,-0.693771,0.028645,-0.280876,d>a>c>b
0.483998,-0.693771,-0.050811,0.886608,d>c>a>b
0.488989,-0.698453,-0.765917,-0.610907,d>b>a>c
0.538901,-0.679726,0.187557,0.200419,d>c>a>b
0.528918,-0.679726,0.664294,-0.340465,d>a>b>c
0.528918,-0.684407,0.187557,0.282468,a>c>b>d
0.523927,-0.679726,1.141031,-0.428931,d>a>c>b
0.523927,-0.679726,1.3794,-0.253832,d>a>c>b
0.523927,-0.679726,1.061575,-0.469727,c>a>d>b
0.518936,-0.684407,-0.845373,1.739187,c>a>b>d
0.513945,-0.684407,-1.401566,-0.713124,d>a>c>b
0.508953,-0.679726,0.267013,0.172,d>c>a>b
0.503962,-0.679726,0.823207,-0.374385,d>b>c>a
0.513945,-0.679726,-0.924829,2.098554,c>a>b>d
0.518936,-0.679726,-1.004285,2.089386,c>a>b>d
0.513945,-0.684407,0.425926,-0.081482,d>a>c>b
0.513945,-0.684407,-0.28918,0.328306,c>a>b>d
0.508953,-0.684407,0.584838,-0.233205,d>a>b>c
0.503962,-0.684407,0.505382,0.160999,d>b>c>a
0.523927,-0.684407,-0.68646,6.757029,c>a>b>d
0.523927,-0.689089,0.823207,0.026236,d>a>c>b
0.518936,-0.689089,0.267013,0.420898,c>a>b>d
0.528918,-0.689089,-0.448092,3.904555,a>c>b>d
0.543892,-0.689089,0.267013,-0.241914,d>a>b>c
0.538901,-0.689089,0.664294,0.319597,d>c>a>b
0.533909,-0.689089,0.425926,0.417689,d>c>a>b
0.533909,-0.693771,0.34647,0.214629,d>b>c>a
0.533909,-0.684407,0.664294,-0.8048,d>c>a>b
0.538901,-0.693771,0.34647,0.088575,d>c>b>a
0.538901,-0.698453,-0.050811,0.414022,d>c>b>a
0.538901,-0.703134,-0.368636,0.805934,d>c>b>a
0.528918,-0.698453,-0.050811,1.884951,d>c>b>a
0.518936,-0.698453,-0.050811,1.963791,d>b>c>a
0.513945,-0.693771,-0.209723,3.426469,d>c>b>a
0.503962,-0.698453,-0.448092,3.218366,d>b>c>a
0.568848,-0.693771,-0.050811,1.665847,a>c>b>d
0.568848,-0.693771,1.061575,-0.61549,d>c>a>b
0.568848,-0.693771,-0.209723,0.12112,a>c>d>b
0.568848,-0.693771,0.187557,-0.357425,c>a>d>b
0.563857,-0.693771,0.028645,1.30098,a>c>b>d
0.563857,-0.693771,1.220487,-0.393178,d>c>a>b
0.563857,-0.693771,-1.083741,0.817851,c>a>d>b
0.563857,-0.693771,0.664294,-0.596239,d>c>a>b
0.563857,-0.693771,0.74375,-0.572403,c>a>d>b
0.558865,-0.689089,-0.527548,2.379997,c>a>b>d
0.558865,-0.693771,-1.481022,-0.708082,d>c>a>b
0.558865,-0.693771,-0.68646,0.568495,c>a>d>b
0.553874,-0.689089,0.74375,-0.522898,d>a>c>b
0.553874,-0.689089,-1.004285,0.895775,c>a>b>d
0.548883,-0.693771,-1.71939,1.682348,a>c>b>d
0.548883,-0.689089,0.108101,0.544201,a>d>c>b
0.548883,-0.693771,1.141031,-0.839636,d>a>c>b
0.543892,-0.693771,0.187557,-0.045729,d>c>a>b
0.543892,-0.689089,0.108101,0.399354,d>c>b>a
0.543892,-0.698453,0.187557,3.063894,d>c>a>b
0.553874,-0.698453,0.425926,1.204721,d>c>a>b
0.548883,-0.698453,0.584838,0.108744,d>a>c>b
0.548883,-0.698453,0.425926,0.463068,d>c>a>b
0.568848,-0.698453,1.220487,-0.43214,d>a>c>b
0.568848,-0.703134,0.664294,0.808684,d>c>a>b
0.558865,-0.698453,0.34647,-0.410138,d>c>a>b
0.608777,-0.693771,1.856137,-0.438099,d>a>c>b
0.603786,-0.693771,0.982119,0.416772,c>a>d>b
0.603786,-0.693771,0.425926,0.469027,a>c>b>d
0.598795,-0.693771,-0.448092,0.902193,c>a>b>d
0.598795,-0.693771,0.028645,-0.002642,c>a>d>b
0.593804,-0.689089,1.061575,-0.12732,c>a>b>d
0.593804,-0.693771,0.584838,0.136246,d>c>a>b
0.588812,-0.693771,0.028645,0.217379,c>a>d>b
0.588812,-0.693771,0.028645,-0.78784,d>c>a>b
0.588812,-0.689089,-0.68646,0.663837,c>a>b>d
0.583821,-0.693771,0.187557,0.570787,c>a>b>d
0.57883,-0.693771,0.34647,0.640001,c>a>d>b
0.573839,-0.693771,1.538312,-0.896475,d>a>c>b
0.573839,-0.693771,-0.845373,-0.346424,d>a>c>b
0.573839,-0.693771,0.187557,-0.355133,d>a>c>b
0.573839,-0.689089,-0.924829,-1.0812,d>a>c>b
0.573839,-0.689089,1.3794,-1.183418,b>a>c>d
0.583821,-0.693771,0.982119,-0.110818,d>a>c>b
0.583821,-0.693771,1.220487,-0.055355,d>c>a>b
0.57883,-0.693771,-0.368636,0.57537,c>a>d>b
0.57883,-0.693771,1.3794,-0.461934,d>c>a>b
0.603786,-0.698453,0.108101,-0.577445,d>c>a>b
0.598795,-0.698453,-1.639934,0.800433,a>c>b>d
0.598795,-0.698453,-0.607004,0.932445,c>a>b>d
0.593804,-0.698453,1.061575,-0.633825,d>c>a>b
0.588812,-0.698453,-0.765917,1.118546,c>a>d>b
0.588812,-0.693771,0.584838,0.027611,c>a>d>b
0.608777,-0.703134,0.823207,-0.470185,d>c>a>b
0.613768,-0.707816,0.982119,0.28476,c>a>d>b
0.603786,-0.703134,0.584838,1.941331,d>c>a>b
0.598795,-0.698453,-0.448092,-0.345049,c>a>d>b
0.598795,-0.703134,-0.050811,0.756887,d>c>a>b
0.588812,-0.698453,0.425926,0.91136,d>a>c>b
0.593804,-0.698453,0.902663,-0.307462,d>c>a>b
0.583821,-0.703134,0.267013,2.578932,d>c>a>b
0.583821,-0.698453,1.856137,-0.431223,d>a>c>b
0.583821,-0.698453,1.299943,-1.017028,d>a>c>b
0.57883,-0.698453,0.34647,-0.851554,d>a>c>b
0.573839,-0.698453,-0.130267,0.62075,a>c>d>b
0.573839,-0.703134,0.74375,0.54741,d>c>a>b
0.673663,-0.698453,1.856137,-0.154822,d>b>c>a
0.673663,-0.698453,1.856137,-0.571945,d>b>a>c
0.683645,-0.698453,1.856137,0.533658,d>b>c>a
0.688636,-0.698453,1.3794,-0.114027,c>a>d>b
0.688636,-0.698453,0.74375,-0.371176,d>c>b>a
0.668671,-0.698453,0.823207,-1.0812,d>a>c>b
0.673663,-0.698453,1.697224,0.46811,d>a>c>b
0.673663,-0.703134,0.505382,0.159165,d>b>c>a
0.683645,-0.698453,1.856137,-0.250165,d>a>b>c
0.678654,-0.698453,1.220487,-0.43764,b>c>a>d
0.678654,-0.698453,-0.28918,-0.333589,c>a>b>d
0.683645,-0.698453,1.77668,-0.318463,d>c>b>a
0.688636,-0.698453,1.458856,-0.050771,d>b>c>a
0.688636,-0.703134,1.856137,-0.285918,d>b>c>a
0.683645,-0.703134,1.856137,-0.275375,b>c>d>a
0.678654,-0.703134,1.856137,-0.078274,c>a>b>d
0.673663,-0.703134,1.458856,-0.481645,a>c>b>d
0.673663,-0.703134,1.856137,-0.845595,d>b>a>c
0.693627,-0.703134,1.856137,-0.186909,b>c>a>d
0.693627,-0.707816,1.856137,-0.712666,b>a>c>d
0.693627,-0.707816,1.299943,-0.109443,d>b>c>a
0.698619,-0.707816,0.505382,-0.031061,a>c>b>d
0.693627,-0.707816,0.028645,0.001942,a>c>b>d
0.698619,-0.707816,0.108101,0.339307,c>b>a>d
0.688636,-0.703134,1.697224,-0.608156,d>b>c>a
0.688636,-0.707816,1.856137,-0.896933,d>b>c>a
0.688636,-0.707816,0.982119,-0.020518,b>a>c>d
0.688636,-0.707816,1.220487,-0.64941,d>b>a>c
0.688636,-0.707816,0.584838,0.090409,b>c>a>d
0.683645,-0.703134,0.108101,0.336098,c>a>b>d
0.683645,-0.703134,1.697224,0.134413,b>c>a>d
0.683645,-0.707816,1.856137,-0.483936,b>c>a>d
0.683645,-0.707816,0.982119,-0.333589,b>a>c>d
0.678654,-0.707816,1.856137,-0.479353,d>b>a>c
0.678654,-0.707816,0.982119,-0.335423,b>c>a>d
0.678654,-0.707816,1.856137,-0.611823,b>a>c>d
0.683645,-0.712498,1.856137,-0.897392,d>b>c>a
0.683645,-0.712498,1.3794,0.469027,b>c>a>d
0.683645,-0.712498,1.856137,-0.336798,b>a>c>d
0.683645,-0.707816,1.220487,-0.490812,b>c>a>d
0.688636,-0.707816,1.3794,0.344349,b>c>a>d
0.688636,-0.712498,0.902663,-0.627866,b>a>c>d
0.688636,-0.707816,0.505382,-0.05123,b>a>c>d
0.693627,-0.712498,0.34647,-0.510064,a>c>b>d
0.693627,-0.712498,1.220487,-0.591196,b>a>c>d
0.688636,-0.712498,0.74375,-0.677371,b>c>a>d
0.688636,-0.712498,-0.209723,-0.457351,c>a>d>b
0.688636,-0.71718,1.061575,-0.485312,b>c>d>a
0.683645,-0.712498,0.584838,-0.547651,b>c>a>d
0.683645,-0.712498,0.664294,-0.273083,b>a>c>d
0.683645,-0.71718,0.108101,0.461693,b>c>a>d
0.678654,-0.712498,0.267013,0.056489,d>b>c>a
0.678654,-0.71718,0.902663,-0.436265,d>c>a>b
0.678654,-0.71718,1.458856,1.119004,a>b>c>d
0.673663,-0.71718,0.505382,0.626709,b>c>a>d
0.668671,-0.71718,0.74375,-0.726417,b>d>a>c
0.668671,-0.71718,1.3794,-0.070023,b>c>a>d
0.678654,-0.71718,0.584838,-0.291419,c>a>d>b
0.678654,-0.721861,0.425926,-0.447266,b>a>c>d
0.673663,-0.71718,0.34647,-0.335881,d>b>a>c
0.668671,-0.71718,0.982119,-0.587988,b>c>a>d
0.673663,-0.721861,1.061575,-0.426181,b>a>c>d
0.673663,-0.721861,0.584838,-0.554068,b>c>a>d
0.673663,-0.721861,1.299943,-0.716791,b>d>a>c
0.668671,-0.721861,0.982119,-1.007402,b>a>c>d
0.668671,-0.703134,1.458856,-0.675538,d>b>c>a
0.668671,-0.703134,1.538312,-0.870347,d>b>a>c
0.673663,-0.703134,0.902663,0.051905,d>a>c>b
0.668671,-0.703134,0.425926,-0.929019,d>b>a>c
0.668671,-0.703134,1.538312,-0.608615,d>b>c>a
0.668671,-0.703134,0.664294,-0.383552,c>a>b>d
0.673663,-0.707816,-0.050811,0.30722,c>a>b>d
0.678654,-0.707816,0.505382,-0.320296,b>d>c>a
0.673663,-0.712498,0.584838,0.107369,d>c>a>b
0.673663,-0.707816,0.664294,-0.613198,d>b>c>a
0.668671,-0.707816,-0.050811,-0.499521,a>c>b>d
0.66368,-0.707816,0.982119,-0.65216,d>c>b>a
0.668671,-0.707816,0.267013,-0.248331,d>b>c>a
0.668671,-0.712498,0.187557,-0.740169,d>c>b>a
0.668671,-0.712498,0.505382,0.693173,b>a>c>d
0.658689,-0.707816,-1.401566,-0.620991,b>a>c>d
0.66368,-0.707816,0.028645,0.122953,b>a>c>d
0.66368,-0.707816,0.425926,-1.1715,b>c>a>d
0.66368,-0.712498,1.697224,-0.226788,b>c>a>d
0.66368,-0.712498,0.823207,-0.681955,b>c>a>d
0.668671,-0.712498,0.34647,-0.010892,b>c>a>d
0.653698,-0.707816,1.299943,0.093159,c>a>b>d
0.653698,-0.712498,1.458856,-0.207536,b>c>a>d
0.658689,-0.712498,1.141031,-0.185992,b>c>a>d
0.658689,-0.712498,1.141031,-0.189659,b>c>a>d
0.658689,-0.712498,0.823207,-0.559568,b>c>a>d
0.66368,-0.71718,1.061575,-0.509147,b>c>a>d
0.658689,-0.712498,1.856137,-1.150873,d>b>a>c
0.658689,-0.71718,1.061575,-0.934062,d>a>c>b
0.658689,-0.71718,1.061575,0.716092,a>c>b>d
0.653698,-0.712498,1.856137,-0.410596,d>a>c>b
0.648707,-0.698453,0.028645,0.51899,a>c>b>d
0.648707,-0.703134,1.458856,-0.577903,b>c>a>d
0.648707,-0.703134,1.3794,-0.46881,c>a>b>d
0.648707,-0.712498,0.584838,-0.368426,a>c>d>b
0.648707,-0.712498,0.823207,0.545118,a>c>d>b
0.643716,-0.712498,0.74375,0.832978,c>a>b>d
0.643716,-0.712498,1.299943,-0.47156,d>c>a>b
0.643716,-0.707816,1.697224,-0.115402,d>c>b>a
0.653698,-0.707816,1.856137,-0.318004,b>c>a>d
0.653698,-0.707816,1.856137,-0.158489,d>c>a>b
0.648707,-0.707816,1.697224,-0.274459,d>c>a>b
0.638724,-0.712498,0.108101,0.063364,d>c>a>b
0.638724,-0.712498,0.902663,0.020736,a>c>b>d
0.638724,-0.71718,0.823207,-0.201577,a>c>b>d
0.638724,-0.71718,1.141031,-0.423889,c>d>b>a
0.638724,-0.712498,-0.368636,0.485987,a>c>b>d
0.638724,-0.712498,1.617768,0.098201,d>b>c>a
0.638724,-0.712498,1.538312,-0.544442,d>c>a>b
0.633733,-0.712498,1.856137,0.229297,a>c>d>b
0.633733,-0.71718,0.664294,1.223514,c>a>b>d
0.633733,-0.712498,-0.28918,-0.479353,d>b>a>c
0.633733,-0.712498,1.856137,-0.312504,d>c>b>a
0.628742,-0.712498,1.856137,-0.348716,d>c>a>b
0.628742,-0.707816,0.823207,0.577204,d>c>a>b
0.628742,-0.703134,0.902663,0.085367,d>c>a>b
0.623751,-0.707816,1.856137,0.354892,c>a>d>b
0.623751,-0.712498,1.061575,-0.079649,d>a>c>b
0.623751,-0.712498,0.34647,1.14559,a>c>b>d
0.623751,-0.712498,1.538312,0.841687,a>c>b>d
